BootstrapReplicate,AP_HRGGM,AP_LVGGM,AP_PriorCorrelation,Enrichment721_HRGGM,Enrichment721_LVGGM,Enrichment721_PriorCorrelation
231,0.293213695622658,0.174090721730088,0.200636506499938,1.53230954330498,1.09568370569657,1.39225974633625
232,0.270440679212669,0.179168561325092,0.209258813709103,1.43345086309176,1.16982771585649,1.38402152298514
233,0.292868287095548,0.196491746751454,0.204031272781616,1.54054776665608,1.29340106612302,1.32635395952743
234,0.26909335992654,0.179386227332225,0.201582824233643,1.38402152298514,1.12863659910098,1.2192570559631
235,0.310006546902658,0.192967018171587,0.210053214449851,1.57350066006049,1.30987751282523,1.40049796968735
236,0.279172931319854,0.191699540499776,0.211143152871815,1.47464197984727,1.27692461942082,1.41697441638955
237,0.313260033476143,0.193483898294715,0.213929001582178,1.52407131995388,1.24397172601641,1.37578329963404
238,0.273552986650041,0.188677266946636,0.197714554543233,1.51583309660278,1.2192570559631,1.24397172601641
239,0.281967034695095,0.175555109827307,0.201210536870386,1.57350066006049,1.05449258894106,1.35106862958074
240,0.256974737001668,0.190012313275419,0.204925129770074,1.41697441638955,1.26868639606972,1.24397172601641
241,0.282887492105371,0.171598895450047,0.207339063940707,1.49111842654947,1.07920725899437,1.37578329963404
242,0.284531956533488,0.204900670655824,0.197413821933004,1.55702421335829,1.22749527931421,1.31811573617633
243,0.290111055446664,0.18346372739318,0.20959201653016,1.56526243670939,1.16982771585649,1.33459218287853
244,0.290014495194292,0.197170561792135,0.213380383673383,1.51583309660278,1.30163928947412,1.36754507628294
245,0.267705408417313,0.1755832735937,0.197028875141861,1.50759487325168,1.10392192904767,1.23573350266531
246,0.281379494826369,0.192312323163251,0.218410134834019,1.49935664990057,1.26868639606972,1.41697441638955
247,0.276825364608742,0.191435038488204,0.206887432787701,1.49111842654947,1.31811573617633,1.35106862958074
248,0.302462406136691,0.172857354154958,0.193000982865569,1.6064535534649,1.09568370569657,1.28516284277192
249,0.261092134161914,0.19276861947131,0.2124668415472,1.47464197984727,1.30987751282523,1.32635395952743
250,0.268003915399846,0.193761297280252,0.212974605306064,1.44992730979396,1.211018832612,1.37578329963404
251,0.274338237080485,0.186646865412246,0.200052858210216,1.42521263974065,1.25220994936751,1.27692461942082
252,0.310254582999058,0.197079662950649,0.219427159213473,1.64764467022041,1.27692461942082,1.44992730979396
253,0.279480427905586,0.180178681551858,0.199389840629393,1.49935664990057,1.14511304580318,1.34283040622963
254,0.289547290093865,0.184567980200937,0.190355908241551,1.49935664990057,1.24397172601641,1.211018832612
255,0.294702776296257,0.182908478023065,0.215780793595766,1.65588289357151,1.16158949250539,1.35106862958074
256,0.279621277804908,0.189954872559631,0.2163993564046,1.49111842654947,1.1945423859098,1.40049796968735
257,0.288175768221948,0.19214849659113,0.205377608143713,1.614691776816,1.16982771585649,1.29340106612302
258,0.290782230665227,0.183435677246494,0.208871524507158,1.49935664990057,1.24397172601641,1.35930685293184
259,0.284448297173245,0.193155051714367,0.209604175611294,1.53230954330498,1.1863041625587,1.33459218287853
260,0.293362049596499,0.182205737124115,0.19640542862522,1.5982153301138,1.2027806092609,1.32635395952743
261,0.27957729912011,0.191338868519119,0.203617749372627,1.47464197984727,1.29340106612302,1.29340106612302
262,0.288936262632754,0.187991247104482,0.206415608777162,1.52407131995388,1.2192570559631,1.38402152298514
263,0.271995216025662,0.184850052552347,0.204917132226853,1.48288020319837,1.13687482245208,1.22749527931421
264,0.281154207134864,0.186939050079623,0.205482974104054,1.49935664990057,1.1945423859098,1.27692461942082
