Method,Permutation,MaximumSeedContrastEigenvalue,FWERThreshold
LV-GGM,423,0.00321224151853272,0.0130526397145708
LV-GGM,424,0.0110326579030505,0.0130526397145708
LV-GGM,425,0.00631519783416861,0.0130526397145708
LV-GGM,426,0.00539282977478164,0.0130526397145708
LV-GGM,427,0.00517402439330132,0.0130526397145708
LV-GGM,428,0.00302967472654003,0.0130526397145708
LV-GGM,429,0.00303480653704095,0.0130526397145708
LV-GGM,430,0.013521244615132,0.0130526397145708
LV-GGM,431,0.00398551990813147,0.0130526397145708
LV-GGM,432,0.00544746251598707,0.0130526397145708
LV-GGM,433,0.00317334789555282,0.0130526397145708
LV-GGM,434,0.00732275218697107,0.0130526397145708
LV-GGM,435,0.00159878210531576,0.0130526397145708
LV-GGM,436,0.00661175674819816,0.0130526397145708
LV-GGM,437,0.00484100188938966,0.0130526397145708
LV-GGM,438,0.00211764417909347,0.0130526397145708
LV-GGM,439,0.00354857043595214,0.0130526397145708
LV-GGM,440,0.00880971104857672,0.0130526397145708
LV-GGM,441,0.0134843697027223,0.0130526397145708
LV-GGM,442,0.00244331441679766,0.0130526397145708
LV-GGM,443,0.00540708954685052,0.0130526397145708
LV-GGM,444,0.014677097486947,0.0130526397145708
LV-GGM,445,0.00410955830677155,0.0130526397145708
LV-GGM,446,0.00335702621936247,0.0130526397145708
LV-GGM,447,0.00699818635867008,0.0130526397145708
LV-GGM,448,0.00284749902773159,0.0130526397145708
LV-GGM,449,0.00379807663401276,0.0130526397145708
LV-GGM,450,0.00368434397899394,0.0130526397145708
LV-GGM,451,0.0069099263946201,0.0130526397145708
LV-GGM,452,0.00709315954623431,0.0130526397145708
LV-GGM,453,0.00234596526043258,0.0130526397145708
LV-GGM,454,0.00378332742069868,0.0130526397145708
LV-GGM,455,0.0129206340848781,0.0130526397145708
LV-GGM,456,0.0026312726623947,0.0130526397145708
LV-GGM,457,0.00422817285759819,0.0130526397145708
LV-GGM,458,0.00722113270931897,0.0130526397145708
LV-GGM,459,0.00690349725102212,0.0130526397145708
LV-GGM,460,0.00561010907001021,0.0130526397145708
LV-GGM,461,0.00143382980161317,0.0130526397145708
LV-GGM,462,0.00280394193916308,0.0130526397145708
LV-GGM,463,0.00314772084054003,0.0130526397145708
LV-GGM,464,0.0043575307436132,0.0130526397145708
LV-GGM,465,0.00357786212086141,0.0130526397145708
LV-GGM,466,0.0126386637181406,0.0130526397145708
LV-GGM,467,0.0144406997464595,0.0130526397145708
LV-GGM,468,0.00644946431674884,0.0130526397145708
LV-GGM,469,0.012935474476593,0.0130526397145708
LV-GGM,470,0.00239537116980985,0.0130526397145708
LV-GGM,471,0.0079957817676015,0.0130526397145708
LV-GGM,472,0.00659039806608502,0.0130526397145708
LV-GGM,473,0.0142330270482985,0.0130526397145708
LV-GGM,474,0.00262532444851957,0.0130526397145708
LV-GGM,475,0.0137472762062327,0.0130526397145708
LV-GGM,476,0.00199916791605596,0.0130526397145708
LV-GGM,477,0.0074845669036341,0.0130526397145708
LV-GGM,478,0.0109113394460573,0.0130526397145708
LV-GGM,479,0.0030461943420538,0.0130526397145708
LV-GGM,480,0.00383141383965791,0.0130526397145708
LV-GGM,481,0.00331334587073689,0.0130526397145708
LV-GGM,482,0.00330104058719693,0.0130526397145708
LV-GGM,483,0.0135244027482311,0.0130526397145708
LV-GGM,484,0.00806430177184586,0.0130526397145708
LV-GGM,485,0.00438354496300007,0.0130526397145708
LV-GGM,486,0.0024576809337169,0.0130526397145708
LV-GGM,487,0.0109405902148213,0.0130526397145708
LV-GGM,488,0.00457483154542197,0.0130526397145708
LV-GGM,489,0.00579735633574151,0.0130526397145708
LV-GGM,490,0.002591280501555,0.0130526397145708
LV-GGM,491,0.00524835059453157,0.0130526397145708
LV-GGM,492,0.0130416662690249,0.0130526397145708
LV-GGM,493,0.00384367433256842,0.0130526397145708
LV-GGM,494,0.00518571829645748,0.0130526397145708
LV-GGM,495,0.0054672986041988,0.0130526397145708
LV-GGM,496,0.00398099724517496,0.0130526397145708
LV-GGM,497,0.00269969322875238,0.0130526397145708
LV-GGM,498,0.00284307497946252,0.0130526397145708
LV-GGM,499,0.00578442635819453,0.0130526397145708
LV-GGM,500,0.00258636513618382,0.0130526397145708
